Слово,Транскрипция
мёд,mʲɵt
мёдистый,ˈmʲɵdʲɪstɨɪ̯
мёрзлость,ˈmʲɵrzɫəsʲtʲ
мёрзлый,ˈmʲɵrzɫɨɪ̯
мёрзнувший,ˈmʲɵrznʊfʂɨɪ̯
мёрзнуть,ˈmʲɵrznʊtʲ
мёртво,ˈmʲɵrtvə
мёртвый,ˈmʲɵrtvɨɪ̯
мёрший,ˈmʲɵrʂɨɪ̯
мётанный,ˈmʲɵtən(ː)ɨɪ̯
мётчик,ˈmʲɵt͡ɕːɪk
мётший,ˈmʲɵt͡ʂʂɨɪ̯
НГМД,ɛnɡɛɛmˈdɛ
НДС,ɛndɛˈɛs
НЗ,ɛnˈzɛ
НКВД,ɛnkəvɛˈdɛ
НЛО,ɛnɛˈɫo
НЛП,ɛnɛɫˈpɛ
НПО,ɛnpɛˈo
НСО,ɛnsɛˈo
НТВ,ɛntɛˈvɛ
НТО,ɛntɛˈo
НТР,ɛntɛˈɛr
НТЦ,ɛntɛˈt͡sɛ
НХЛ,ɛnxɐˈɛɫ
НЧ,ɛnʲˈt͡ɕe
НЭП,nɛp
Нужин,ˈnuʐɨn
Нурбеков,nʊrˈbʲekəf
Нургалиев,nʊrɡɐˈlʲi(ɪ̯)ɪf
Нуреев,nʊˈrʲe(ɪ̯)ɪf
Нуриев,nʊˈrʲi(ɪ̯)ɪf
Нурмухамедов,nʊrmʊxɐˈmʲedəf
Нью-Йорк,ˌnʲju ˈjɵrk
Ньютон,ˈnʲjutən
н-образный,ˌɛn ɐˈbraznɨɪ̯
нганасан,nɡənɐˈsan
нганасанка,nɡənɐˈsankə
нганасанский,nɡənɐˈsanskʲɪɪ̯
нганасаны,nɡənɐˈsan
нгони,ˈnɡonʲɪ
нрав,nraf
нравиться,ˈnravʲɪt͡sə
нравно,ˈnravnə
нравный,ˈnravnɨɪ̯
нравоописание,ˌnravɐɐpʲɪˈsanʲɪɪ̯ə
нравоописатель,ˌnravɐɐpʲɪˈsatʲɪlʲ
нравоописательный,ˌnravɐɐpʲɪˈsatʲɪlʲnɨɪ̯
нравоучение,nrəvəʊˈt͡ɕenʲɪɪ̯ə
нравоучительно,nrəvəʊˈt͡ɕitʲɪlʲnə
нравоучительность,nrəvəʊˈt͡ɕitʲɪlʲnəsʲtʲ
нравоучительный,nrəvəʊˈt͡ɕitʲɪlʲnɨɪ̯
нравственно,ˈnrafstvʲɪn(ː)ə
нравственно-психологический,ˌnrafstvʲɪnːə psʲɪxəɫɐˈɡʲit͡ɕɪskʲɪɪ̯
нравственно-эстетический,ˌnrafstvʲɪnːə ɛstɛˈtʲit͡ɕɪskʲɪɪ̯
нравственность,ˈnrafstvʲɪn(ː)əsʲtʲ
нравственный,ˈnrafstvʲɪn(ː)ɨɪ̯
нравящийся,ˈnravʲɪɕːɪɪ̯sʲə
ну,nu
ну,nu
ну,nu
ну,nu
ну-ка,ˈnu‿kə
ну-кась,ˈnu‿kəsʲ
ну-ну,ˌnu ˈnu
ну-с,nu‿s
ну-тка,ˈnu‿tkə
нубиец,nʊˈbʲi(ɪ̯)ɪt͡s
нубийка,nʊˈbʲiɪ̯kə
нубийский,nʊˈbʲiɪ̯skʲɪɪ̯
нубийцы,nʊˈbʲi(ɪ̯)ɪt͡s
нувистор,nʊˈvʲistər
нувориш,nʊvoˈrʲiʂ
нуга,nʊˈɡa
нуда,nʊˈda
нудизм,nʊˈdʲizm
нудист,nʊˈdʲist
нудистка,nʊˈdʲistkə
нудистский,nʊˈdʲisːkʲɪɪ̯
нудить,ˈnudʲɪtʲ
нудиться,ˈnudʲɪt͡sə
нуднейший,nʊˈdʲnʲeɪ̯ʂɨɪ̯
нудно,ˈnudnə
нудноватый,nʊdnɐˈvatɨɪ̯
нудность,ˈnudnəsʲtʲ
нудный,ˈnudnɨɪ̯
нудь,nutʲ
нудьга,nʊdʲˈɡa
нудятина,nʊˈdʲætʲɪnə
нудящий,nʊˈdʲæɕːɪɪ̯
нудящийся,ˈnudʲɪɕːɪɪ̯sʲə
нужда,nʊˈʐda
нуждаемость,nʊˈʐda(ɪ̯)ɪməsʲtʲ
нуждаться,nʊˈʐdat͡sːə
нуждающийся,nʊˈʐdajʉɕːɪɪ̯sʲə
нужнейший,nʊˈʐnʲeɪ̯ʂɨɪ̯
нужник,ˈnuʐnʲɪk
нужно,ˈnuʐnə
нужное,ˈnuʐnəɪ̯ə
нужность,ˈnuʐnəsʲtʲ
нужный,ˈnuʐnɨɪ̯
нуканье,ˈnukənʲɪ̯ə
нукать,ˈnukətʲ
нукер,ˈnukʲɪr
нуклеаризация,nʊklʲɪərʲɪˈzat͡sɨɪ̯ə
нуклеарный,nʊklʲɪˈarnɨɪ̯
нуклеин,nʊklʲɪˈin
нуклеиновый,nʊklʲɪˈinəvɨɪ̯
нуклеоника,nʊklʲɪˈonʲɪkə
нуклеосинтез,ˌnuklʲɪɐˈsʲintɛs
нуклеотид,nʊklʲɪɐˈtʲit
нуклеотидный,nʊklʲɪɐˈtʲidnɨɪ̯
нуклеус,ˈnuklʲɪʊs
нуклид,nʊˈklʲit
нуклон,nʊˈkɫon
нукусец,nʊˈkusʲɪt͡s
нукусский,nʊˈkusːkʲɪɪ̯
нулевик,nʊlʲɪˈvʲik
нулевой,nʊlʲɪˈvoɪ̯
нулик,ˈnulʲɪk
нуллисомия,nʊlʲɪˈsomʲɪɪ̯ə
нуллификация,nʊlʲɪfʲɪˈkat͡sɨɪ̯ə
нуллифицированный,nʊlʲɪfʲɪˈt͡sɨrəvən(ː)ɨɪ̯
нуллифицировать,nʊlʲɪfʲɪˈt͡sɨrəvətʲ
нуллифицироваться,nʊlʲɪfʲɪˈt͡sɨrəvət͡sə
нуль,nulʲ
нуль-вектор,ˌnulʲ ˈvʲektər
нуль-газ,ˌnulʲ ˈɡas
нуль-детектирование,ˌnulʲ dɛtɛˈktʲirəvənʲɪɪ̯ə
нуль-детектор,ˌnulʲ dɛˈtɛktər
нуль-заряд,ˌnulʲ zɐˈrʲat
нуль-изоклина,ˌnulʲ ɪzɐˈklʲinə
нуль-индикатор,nulʲ ɪnʲdʲɪˈkatər
нуль-конус,ˌnulʲ ˈkonʊs
нуль-мембрана,ˌnulʲ mʲɪmˈbranə
нуль-метка,ˌnulʲ ˈmʲetkə
нуль-многообразие,ˌnulʲ mnəɡɐɐˈbrazʲɪɪ̯ə
нуль-модем,ˌnulʲ mɐˈdɛm
нуль-непрерывность,ˌnulʲ nʲɪprʲɪˈrɨvnəsʲtʲ
нуль-ограничение,ˌnulʲ ɐɡrənʲɪˈt͡ɕenʲɪɪ̯ə
нуль-орган,nulʲ ˈorɡən
нуль-подпространство,ˌnulʲ pətprɐˈstranstvə
нуль-полугруппа,ˌnulʲ poɫʊˈɡrup(ː)ə
нуль-последовательность,ˌnulʲ pɐˈslʲedəvətʲɪlʲnəsʲtʲ
нуль-пространство,ˌnulʲ prɐˈstranstvə
нуль-пункт,nulʲ ˈpunkt
нуль-система,ˌnulʲ sʲɪˈsʲtʲemə
нуль-струна,ˌnulʲ strʊˈna
нуль-управляемость,ˌnulʲ ʊprɐˈvlʲæ(ɪ̯)ɪməsʲtʲ
нуль-устойчивость,ˌnulʲ ʊˈstoɪ̯t͡ɕɪvəsʲtʲ
нульвалентный,ˌnulʲvɐˈlʲentnɨɪ̯
нульмерность,ˌnulʲˈmʲernəsʲtʲ
нульмерный,ˌnulʲˈmʲernɨɪ̯
нульстабильный,ˌnulʲstɐˈbʲilʲnɨɪ̯
нульформа,ˌnulʲˈformə
нульэлемент,ˌnulʲɛlʲɪˈmʲent
нулёвка,nʊˈlʲɵfkə
нулёвый,nʊˈlʲɵvɨɪ̯
нумер,ˈnumʲɪr
нумератор,nʊmʲɪˈratər
нумераторный,nʊmʲɪˈratərnɨɪ̯
нумерационный,nʊmʲɪrət͡sɨˈonːɨɪ̯
нумерация,nʊmʲɪˈrat͡sɨɪ̯ə
нумеровальный,nʊmʲɪrɐˈvalʲnɨɪ̯
нумерование,nʊmʲɪrɐˈvanʲɪɪ̯ə
нумерованный,nʊmʲɪˈrovən(ː)ɨɪ̯
нумеровать,nʊmʲɪrɐˈvatʲ
нумероваться,nʊmʲɪrɐˈvat͡sːə
нумеровка,nʊmʲɪˈrofkə
нумеровщик,nʊmʲɪˈrofɕːɪk
нумеровщица,nʊmʲɪˈrofɕːɪt͡sə
нумеролог,nʊmʲɪˈroɫək
нумерологический,nʊmʲɪrəɫɐˈɡʲit͡ɕɪskʲɪɪ̯
нумерология,nʊmʲɪrɐˈɫoɡʲɪɪ̯ə
нумидиец,nʊmʲɪˈdʲi(ɪ̯)ɪt͡s
нумидийцы,nʊmʲɪˈdʲi(ɪ̯)ɪt͡s
нумизмат,nʊmʲɪˈzmat
нумизматика,nʊmʲɪˈzmatʲɪkə
нумизматический,nʊmʲɪzmɐˈtʲit͡ɕɪskʲɪɪ̯
нумизматка,nʊmʲɪˈzmatkə
нуммулит,nʊmʊˈlʲit
нунатак,nʊnɐˈtak
нунциатура,nʊnt͡sɨɐˈturə
нунций,ˈnunt͡sɨɪ̯
нунчак,nʊnʲˈt͡ɕækʲɪ
нураг,nʊˈrak
нуристанский,nʊrʲɪˈstanskʲɪɪ̯
нут,nut
нутационный,nʊtət͡sɨˈonːɨɪ̯
нутация,nʊˈtat͡sɨɪ̯ə
нуте,ˈnutʲɪ
нуте-ка,ˈnutʲɪ‿kə
нуте-с,ˈnutʲɪ‿s
нутрец,nʊˈtrʲet͡s
нутриеводство,nʊtrʲɪ(ɪ̯)ɪˈvot͡stvə
нутриевый,ˈnutrʲɪ(ɪ̯)ɪvɨɪ̯
нутрициология,nʊtrʲɪt͡sɨɐˈɫoɡʲɪɪ̯ə
нутрия,ˈnutrʲɪɪ̯ə
нутро,nʊˈtro
нутромер,nʊtrɐˈmʲer
нутряной,nʊtrʲɪˈnoɪ̯
нутрёнок,nʊˈtrʲɵnək
нуэр,nʊˈɛr
ныне,ˈnɨnʲɪ
нынешний,ˈnɨnʲɪʂnʲɪɪ̯
нынче,ˈnɨnʲt͡ɕɪ
нырковый,nɨrˈkovɨɪ̯
нырнуть,nɨrˈnutʲ
нырок,nɨˈrok
ныряло,nɨˈrʲaɫə
ныряльщик,nɨˈrʲælʲɕːɪk
ныряльщица,nɨˈrʲælʲɕːɪt͡sə
ныряние,nɨˈrʲænʲɪɪ̯ə
нырять,nɨˈrʲætʲ
нытик,ˈnɨtʲɪk
ныть,nɨtʲ
нытьё,nɨˈtʲjɵ
нью-йоркский,nʲju ˈjɵrkskʲɪɪ̯
ньюйоркец,nʲjʉˈjɵrkʲɪt͡s
ньюйоркцы,nʲjʉˈjɵrkʲɪt͡s
ньюс-рум,nʲɪ̯ʊˈsrum
ньюсмейкер,nʲɪ̯ʊˈsmɛɪ̯kʲɪr
ньюсмейкерский,nʲɪ̯ʊˈsmɛɪ̯kʲɪrskʲɪɪ̯
ньютон,ˈnʲjutən
ньютон-метр,ˌnʲjutən ˈmʲetr
ньютоновский,ˈnʲjutənəfskʲɪɪ̯
ньюфаундленд,nʲɪ̯ʊˈfaʊndlʲɪnt
ньюфаундлендец,nʲɪ̯ʊˈfaʊndɫɛnʲdʲɪt͡s
ньюфаундлендский,nʲɪ̯ʊˈfaʊndlʲɪn(t)skʲɪɪ̯
ньянджа,ˈnʲjand͡ʐʐə
нэп,nɛp
нэпман,ˈnɛpmən
нэпмановский,ˈnɛpmənəfskʲɪɪ̯
нэпмански,ˈnɛpmənskʲɪ
нэпманский,ˈnɛpmənskʲɪɪ̯
нэпманша,ˈnɛpmənʂə
нэповский,ˈnɛpəfskʲɪɪ̯
нэцке,ˈnɛt͡skɛ
нэцкэ,ˈnɛt͡skɛ
ню,nʲu
ню-исчисление,ˌnʲu ɪɕt͡ɕɪˈslʲenʲɪɪ̯ə
нюанс,nʲʊˈans
нюансированный,nʲʊɐn⁽ʲ⁾ˈsʲirəvən(ː)ɨɪ̯
нюансировать,nʲʊɐn⁽ʲ⁾ˈsʲirəvətʲ
нюансироваться,nʲʊɐn⁽ʲ⁾ˈsʲirəvət͡sə
нюансировка,nʲʊən⁽ʲ⁾sʲɪˈrofkə
нюансный,nʲʊˈansnɨɪ̯
нюни,ˈnʲʉnʲɪ
нюнить,ˈnʲʉnʲɪtʲ
нюнорск,ˈnʲunərsk
нюня,ˈnʲʉnʲə
нюрнбергский,nʲʊrnˈbʲerskʲɪɪ̯
нюрнбержец,nʲʊrnˈbʲerʐɨt͡s
нюрнбержцы,nʲʊrnˈbʲerʐɨt͡s
нюх,nʲux
нюхалка,ˈnʲuxəɫkə
нюхальщик,ˈnʲuxəlʲɕːɪk
нюхальщица,ˈnʲuxəlʲɕːɪt͡sə
нюханный,ˈnʲuxən(ː)ɨɪ̯
нюханье,ˈnʲuxənʲɪ̯ə
нюхательный,ˈnʲuxətʲɪlʲnɨɪ̯
нюхать,ˈnʲuxətʲ
нюхач,nʲʊˈxat͡ɕ
нюхнуть,nʲʊˈxnutʲ
нянечка,ˈnʲænʲɪt͡ɕkə
нянечкин,ˈnʲænʲɪt͡ɕkʲɪn
нянин,ˈnʲænʲɪn
нянчащий,ˈnʲænʲt͡ɕɪɕːɪɪ̯
нянчащийся,ˈnʲænʲt͡ɕɪɕːɪɪ̯sʲə
нянченный,ˈnʲænʲt͡ɕɪn(ː)ɨɪ̯
нянченье,ˈnʲænʲt͡ɕɪnʲɪ̯ə
нянчить,ˈnʲænʲt͡ɕɪtʲ
нянчиться,ˈnʲænʲt͡ɕɪt͡sə
нянька,ˈnʲænʲkə
нянькаться,ˈnʲænʲkət͡sə
нянькин,ˈnʲænʲkʲɪn
нянюшка,ˈnʲænʲʊʂkə
нянюшкин,ˈnʲænʲʊʂkʲɪn
няня,ˈnʲænʲə
няфный,ˈnʲafnɨɪ̯
няша,ˈnʲaʂə
няшка,ˈnʲaʂkə
нёбно-зубной,ˌnʲɵbnə zʊbˈnoɪ̯
нёбный,ˈnʲɵbnɨɪ̯
нёбо,ˈnʲɵbə
нём,nʲɵm
нёсший,ˈnʲɵʂːɨɪ̯
нёсшийся,ˈnʲɵʂːɨɪ̯sʲə
О,o
ОАО,oɐˈo
ОВ,oˈvɛ
ОВИР,ɐˈvʲir
ОЗУ,ɐˈzu
ОМОН,ɐˈmon
ООН,ˌoˈ.o.n
ООО,ˌoˌoˈo
ОФЗ,oɛˈvzɛ
Овдокимов,ɐvdɐˈkʲiməf
Овен,ˈovʲɪn
Овечкин,ɐˈvʲet͡ɕkʲɪn
Овидиев,ɐˈvʲidʲɪ(ɪ̯)ɪf
Овин,ˈovʲɪn
Овросимов,ɐˈvrosʲɪməf
Овсеев,ɐˈfsʲe(ɪ̯)ɪf
Овсов,ɐˈfsof
Овсянников,ɐˈfsʲænʲːɪkəf
Овчинин,ɐfˈt͡ɕinʲɪn
Ожегов,ˈoʐɨɡəf
Ожогин,ɐˈʐoɡʲɪn
Озерки,ɐzʲɪrˈkʲi
Озирис,ɐˈzʲirʲɪs
Озёрников,ɐˈzʲɵrnʲɪkəf
Озёры,ɐˈzʲɵrɨ
Олбани,ˈoɫbənʲɪ
Олег,ɐˈlʲek
Олейников,ɐˈlʲeɪ̯nʲɪkəf
Олеся,ɐˈlʲesʲə
Оливия,ɐˈlʲivʲɪɪ̯ə
Олимп,ɐˈlʲimp
Олимпиада,ɐlʲɪm⁽ʲ⁾pʲɪˈadə
Олимпиев,ɐˈlʲim⁽ʲ⁾pʲɪ(ɪ̯)ɪf
Олимпиодора,ɐlʲɪm⁽ʲ⁾pʲɪɐˈdorə
Олин,ˈolʲɪn
Олисов,ɐˈlʲisəf
Олсуфьев,ɐɫˈsufʲɪ̯ɪf
Олтухов,ɐɫˈtuxəf
Олферьев,ɐɫˈfʲerʲɪ̯ɪf
Ольга,ˈolʲɡə
Олябышев,ɐˈlʲabɨʂɨf
Олябьев,ɐˈlʲæbʲɪ̯ɪf
Ом,om
Омелин,ɐˈmʲelʲɪn
Омельянов,ɐmʲɪˈlʲjanəf
Омск,omsk
Онисим,ɐˈnʲisʲɪm
Онисимов,ɐˈnʲisʲɪməf
Онуфрий,ɐˈnufrʲɪɪ̯
Офелия,ɐˈfʲelʲɪɪ̯ə
Офицеров,ɐfʲɪˈt͡sɛrəf
Офросимов,ɐfrɐˈsʲiməf
Охотин,ɐˈxotʲɪn
Очин,ˈot͡ɕɪn
Ошмяны,ɐˈʂmʲanɨ
Ошурков,ɐˈʂurkəf
о,o
о-го-го,ˌo ˌɡo ˈɡo
о-ля-ля,ˌo ˌlʲa ˈlʲa
о-образный,o ɐˈbraznɨɪ̯
о-хо-хо,ˌo ˌxo ˈxo
оазис,ɐˈazʲɪs ~ oˈazʲɪs
оазисный,ɐˈazʲɪsnɨɪ̯; oˈazʲɪsnɨɪ̯
овал,ɐˈvaɫ
овалогубцы,ɐvəɫɐˈɡupt͡sɨ
овальность,ɐˈvalʲnəsʲtʲ
овамо,ɐˈvamə
овариальный,ɐvərʲɪˈalʲnɨɪ̯
овация,ɐˈvat͡sɨɪ̯ə
овдоветь,ɐvdɐˈvʲetʲ
овевание,ɐvʲɪˈvanʲɪɪ̯ə
овевать,ɐvʲɪˈvatʲ
овеваться,ɐvʲɪˈvat͡sːə
овеивать,ɐˈvʲeɪvətʲ
овеиваться,ɐˈvʲeɪvət͡sə
овен,ɐˈvʲen
овердрафт,ɐvʲɪrˈdraft
оверкиль,ɐvʲɪrˈkʲilʲ
оверлок,ɐvʲɪrˈɫok
овернец,ɐˈvʲernʲɪt͡s
овернский,ɐˈvʲernskʲɪɪ̯
овернцы,ɐˈvʲernʲɪt͡s
овертайм,ɐvʲɪrˈtaɪ̯m
оверштаг,ɐvʲɪrˈʂtak
овечий,ɐˈvʲet͡ɕɪɪ̯
овечка,ɐˈvʲet͡ɕkə
овеществить,ɐvʲɪɕːɪˈstvʲitʲ
овеществиться,ɐvʲɪɕːɪˈstvʲit͡sːə
овеществление,ɐvʲɪɕːɪstˈvlʲenʲɪɪ̯ə
овеществлять,ɐvʲɪɕːɪstˈvlʲætʲ
овеществляться,ɐvʲɪɕːɪstˈvlʲat͡sːə
овеществлённый,ɐvʲɪɕːɪstˈvlʲɵnːɨɪ̯
овеянный,ɐˈvʲe(ɪ̯)ɪn(ː)ɨɪ̯
овеять,ɐˈvʲe(ɪ̯)ɪtʲ
овеяться,ɐˈvʲe(ɪ̯)ɪt͡sə
овзросление,ɐvzrɐˈslʲenʲɪɪ̯ə
овивать,ɐvʲɪˈvatʲ
овиваться,ɐvʲɪˈvat͡sːə
овилан,ɐvʲɪˈɫan
овилановый,ɐvʲɪˈɫanəvɨɪ̯
овин,ɐˈvʲin
овинный,ɐˈvʲinːɨɪ̯
овировский,ɐˈvʲirəfskʲɪɪ̯
овист,ɐˈvʲist
овитый,ɐˈvʲitɨɪ̯
овить,ɐˈvʲitʲ
овиться,ɐˈvʲit͡sːə
овладевать,ɐvɫədʲɪˈvatʲ
овладеваться,ɐvɫədʲɪˈvat͡sːə
овладение,ɐvɫɐˈdʲenʲɪɪ̯ə
овладеть,ɐvɫɐˈdʲetʲ
овогенез,ɐvəɡʲɪˈnɛs
овод,ˈovət
оводовый,ɐvɐˈdovɨɪ̯
оволосение,ɐvəɫɐˈsʲenʲɪɪ̯ə
овоскоп,ɐvɐˈskop
овоцит,ɐvɐˈt͡sɨt
овощ,ˈovəɕː
овощебаза,ɐvəɕːɪˈbazə
овощевод,ɐvəɕːɪˈvot
овощеводство,ɐvəɕːɪˈvot͡stvə
овощеводческий,ɐvəɕːɪˈvot͡ɕːɪskʲɪɪ̯
овощекартофелеводческий,ˌovəɕːɪkɐrˌtofʲɪlʲɪˈvot͡ɕːɪskʲɪɪ̯
овощекартофелехранилище,ˌovəɕːɪkɐrˌtofʲɪlʲɪxrɐˈnʲilʲɪɕːɪ
овощеконсервный,ˌovəɕːɪkɐn⁽ʲ⁾ˈsʲervnɨɪ̯
овощемолочный,ˌovəɕːɪmɐˈɫot͡ɕnɨɪ̯
овощеперерабатывающий,ˌovəɕːɪpʲɪrʲɪrɐˈbatɨvəjʉɕːɪɪ̯
овощерезательный,ɐvəɕːɪˈrʲezətʲɪlʲnɨɪ̯
овощерезка,ɐvəɕːɪˈrʲeskə
овощесушилка,ˌovəɕːɪsʊˈʂɨɫkə
овощесушильный,ˌovəɕːɪsʊˈʂɨlʲnɨɪ̯
овощефруктохранилище,ˌovəɕːɪˌfruktəxrɐˈnʲilʲɪɕːɪ
овощехранилище,ˌovəɕːɪxrɐˈnʲilʲɪɕːɪ
овощечистка,ɐvəɕːɪˈt͡ɕistkə
овощи,ˈovəɕː
овощник,ɐvɐɕːˈnʲik
овощной,ɐvɐɕːˈnoɪ̯
овраг,ɐˈvrak
оврагообразование,ɐˌvraɡɐɐbrəzɐˈvanʲɪɪ̯ə
овражек,ɐˈvraʐɨk
овражистость,ɐˈvraʐɨstəsʲtʲ
овражистый,ɐˈvraʐɨstɨɪ̯
овражно-балочный,ɐˌvraʐnə ˈbaɫət͡ɕnɨɪ̯
овражный,ɐˈvraʐnɨɪ̯
овсец,ɐˈfsʲet͡s
овсинка,ɐˈfsʲinkə
овсюг,ɐˈfsʲuk
овсяник,ɐˈfsʲænʲɪk
овсяница,ɐˈfsʲænʲɪt͡sə
овсянище,ɐˈfsʲænʲɪɕːɪ
овсянка,ɐˈfsʲankə
овсяной,ɐfsʲɪˈnoɪ̯
овсяный,ɐˈfsʲanɨɪ̯
овуляция,ɐvʊˈlʲat͡sɨɪ̯ə
овца,ɐfˈt͡sa
овцебык,ɐft͡sɨˈbɨk
овцевод,ɐft͡sɨˈvot
овцеводство,ɐft͡sɨˈvot͡stvə
овцеводческий,ɐft͡sɨˈvot͡ɕːɪskʲɪɪ̯
овцекомплекс,ɐft͡sɨˈkomplʲɪks
овцематка,ɐft͡sɨˈmatkə
овцесовхоз,ˌoft͡sɨsɐfˈxos
овцеферма,ɐft͡sɨˈfʲermə
овчар,ɐfˈt͡ɕar
овчарка,ɐfˈt͡ɕarkə
овчарник,ɐfˈt͡ɕarnʲɪk
овчарня,ɐfˈt͡ɕarnʲə
овчарочий,ɐfˈt͡ɕarət͡ɕɪɪ̯
овчина,ɐfˈt͡ɕinə
овчинка,ɐfˈt͡ɕinkə
овчинник,ɐfˈt͡ɕinʲːɪk
овчинно-меховой,ɐfˌt͡ɕinːə mʲɪxɐˈvoɪ̯
овчинно-шубный,ɐfˌt͡ɕinːə ˈʂubnɨɪ̯
овчинный,ɐfˈt͡ɕinːɨɪ̯
овёс,ɐˈvʲɵs
оевропеенный,ɐ(ɪ̯)ɪvrɐˈpʲe(ɪ̯)ɪn(ː)ɨɪ̯
оевропеивать,ɐ(ɪ̯)ɪvrɐˈpʲeɪvətʲ
оевропеиваться,ɐ(ɪ̯)ɪvrɐˈpʲeɪvət͡sə
оевропеить,ɐ(ɪ̯)ɪvrɐˈpʲeɪtʲ
оевропеиться,ɐ(ɪ̯)ɪvrɐˈpʲeɪt͡sə
ожеговский,ˈoʐɨɡəfskʲɪɪ̯
ожеледь,ɐʐɨˈlʲetʲ
ожененный,ɐˈʐɛnʲɪn(ː)ɨɪ̯
оженить,ɐʐɨˈnʲitʲ
ожениться,ɐʐɨˈnʲit͡sːə
ожеребить,ɐʐɨrʲɪˈbʲitʲ
ожеребиться,ɐʐɨrʲɪˈbʲit͡sːə
ожерелье,ɐʐɨˈrʲelʲɪ̯ə
ожерельице,ɐʐɨˈrʲelʲɪ̯ɪt͡sə
ожерёб,ɐʐɨˈrʲɵp
ожесточать,ɐʐɨstɐˈt͡ɕætʲ
ожесточаться,ɐʐɨstɐˈt͡ɕat͡sːə
ожесточение,ɐʐɨstɐˈt͡ɕenʲɪɪ̯ə
ожесточенно,ɐʐɨstɐˈt͡ɕɵnːə
ожесточенный,ɐʐɨstɐˈt͡ɕɵnːɨɪ̯
ожесточить,ɐʐɨstɐˈt͡ɕitʲ
ожесточиться,ɐʐɨstɐˈt͡ɕit͡sːə
ожесточённо,ɐʐɨstɐˈt͡ɕɵnːə
ожесточённость,ɐʐɨstɐˈt͡ɕɵnːəsʲtʲ
ожесточённый,ɐʐɨstɐˈt͡ɕɵnːɨɪ̯
ожечь,ɐˈʐɛt͡ɕ
ожечься,ɐˈʐɛt͡ɕsʲə
ожжённый,ɐˈʑːɵnːɨɪ̯
оживание,ɐʐɨˈvanʲɪɪ̯ə
оживать,ɐʐɨˈvatʲ
оживить,ɐʐɨˈvʲitʲ
оживиться,ɐʐɨˈvʲit͡sːə
оживка,ɐˈʐɨfkə
оживление,ɐʐɨˈvlʲenʲɪɪ̯ə
оживленно,ɐʐɨˈvlʲɵnːə
оживленный,ɐʐɨˈvlʲɵnːɨɪ̯
оживляж,ɐʐɨˈvlʲaʂ
оживляжный,ɐʐɨˈvlʲaʐnɨɪ̯
оживлять,ɐʐɨˈvlʲætʲ
оживляться,ɐʐɨˈvlʲat͡sːə
оживлённо,ɐʐɨˈvlʲɵnːə
оживлённость,ɐʐɨˈvlʲɵnːəsʲtʲ
оживлённый,ɐʐɨˈvlʲɵnːɨɪ̯
оживотворить,ɐʐɨvətvɐˈrʲitʲ
оживотвориться,ɐʐɨvətvɐˈrʲit͡sːə
оживотворять,ɐʐɨvətvɐˈrʲætʲ
оживотворяться,ɐʐɨvətvɐˈrʲat͡sːə
оживотворённый,ɐʐɨvətvɐˈrʲɵnːɨɪ̯
оживший,ɐˈʐɨfʂɨɪ̯
ожигать,ɐʐɨˈɡatʲ
ожигаться,ɐʐɨˈɡat͡sːə
ожидалка,ɐʐɨˈdaɫkə
ожидальня,ɐʐɨˈdalʲnʲə
ожидание,ɐʐɨˈdanʲɪɪ̯ə
ожидательный,ɐʐɨˈdatʲɪlʲnɨɪ̯
ожидать,ɐʐɨˈdatʲ
ожидающе,ɐʐɨˈdajʉɕːɪ
ожижение,ɐʐɨˈʐɛnʲɪɪ̯ə
ожижитель,ɐʐɨˈʐɨtʲɪlʲ
ожина,ɐˈʐɨnə
ожинник,ɐˈʐɨnʲːɪk
ожинок,ɐˈʐɨnək
ожирелый,ɐʐɨˈrʲeɫɨɪ̯
ожирение,ɐʐɨˈrʲenʲɪɪ̯ə
ожиреть,ɐʐɨˈrʲetʲ
ожить,ɐˈʐɨtʲ
ожог,ɐˈʐok
ожоговая,ɐˈʐoɡəvɨɪ̯
ожоговый,ɐˈʐoɡəvɨɪ̯
ожёгший,ɐˈʐokʂɨɪ̯
ожёгшийся,ɐˈʐokʂɨɪ̯sʲə
озаботить,ɐzɐˈbotʲɪtʲ
озаботиться,ɐzɐˈbotʲɪt͡sə
озабоченно,ɐzɐˈbot͡ɕɪn(ː)ə
озабоченность,ɐzɐˈbot͡ɕɪn(ː)əsʲtʲ
озабоченный,ɐzɐˈbot͡ɕɪn(ː)ɨɪ̯
озабочивать,ɐzɐˈbot͡ɕɪvətʲ
озабочиваться,ɐzɐˈbot͡ɕɪvət͡sə
озаглавить,ɐzɐˈɡɫavʲɪtʲ
озаглавленный,ɐzɐˈɡɫavlʲɪn(ː)ɨɪ̯
озаглавливать,ɐzɐˈɡɫavlʲɪvətʲ
озаглавливаться,ɐzɐˈɡɫavlʲɪvət͡sə
озадаченно,ɐzɐˈdat͡ɕɪn(ː)ə
озадаченность,ɐzɐˈdat͡ɕɪn(ː)əsʲtʲ
озадаченный,ɐzɐˈdat͡ɕɪn(ː)ɨɪ̯
озадачивать,ɐzɐˈdat͡ɕɪvətʲ
озадачиваться,ɐzɐˈdat͡ɕɪvət͡sə
озадачить,ɐzɐˈdat͡ɕɪtʲ
озадачиться,ɐzɐˈdat͡ɕɪt͡sə
озарение,ɐzɐˈrʲenʲɪɪ̯ə
озарить,ɐzɐˈrʲitʲ
